username,rating,text,date,company,city
"{'name': 'Aakash Chaudhary', 'link': 'https://www.google.com/maps/contrib/115165584451252662692?hl=en-US', 'contributor_id': '115165584451252662692', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocJE5LEeTQ1Qrt7RNok9i1T82fm53d0MvXrTGK8o4WpQwFMD7w=s120-c-rp-mo-br100', 'reviews': 1, 'photos': 0}",5,,5 months ago,Synopsys,Delhi
"{'name': 'myqpoint family', 'link': 'https://www.google.com/maps/contrib/113998737885596219712?hl=en-US', 'contributor_id': '113998737885596219712', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWfU6cLKr4bzd1q30N-YvhIz44dbOXRs04hTXx1wDcKYGNcGqBc=s120-c-rp-mo-ba2-br100', 'local_guide': True, 'reviews': 13, 'photos': 8}",5,I joined 1 month ago and as of now it's great experience here. Work culture and infrastructure is cool and outside location is also very good. Loving to be here :),5 years ago,Iris Software,Delhi
"{'name': 'Imran Nafis', 'link': 'https://www.google.com/maps/contrib/117720137461545629580?hl=en-US', 'contributor_id': '117720137461545629580', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjX10huMF91_aUf0KWogSKeJbavtlBTJRQ3J2cunKbdlRZERs6IY=s120-c-rp-mo-ba6-br100', 'local_guide': True, 'reviews': 202, 'photos': 2726}",5,"Iris is a MNC which offers a challenging work environment for individuals to innovate and contribute towards developing profession in numbers of platforms and technologies. An entrepreneurial work environment for the development of career.
Iris involves in multiple domain related to information technology and it's security.
Your life at Iris means a lifelong opportunity to explore your potential, continuous growth, and the joy of working on the latest technologies alongside the finest minds in the industry. Innovation has been an important and key ingredient. Whether it is breaking into the latest technology, or spearheading process globally, Iris has continuously strived to create a class organization providing solutions. With the employee as the focus of all its initiatives, it is no wonder that Iris has been able to consistently pioneer solutions in niche areas. We believe our strength is in our people and go beyond expectation to provide a work environment that is the envy of all.",4 years ago,Iris Software,Delhi
"{'name': 'Leelu singh', 'link': 'https://www.google.com/maps/contrib/109455531644018033989?hl=en-US', 'contributor_id': '109455531644018033989', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocLAlTfl8bRV775hv1ZToo5F46X5akfj7MW41npCzHzKDICXJQ=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 1, 'photos': 0}",2,"Guys if you are going for an interview at iris software for an IT position as a third party engineer and on a contract basis please don't go they don't respect their contract and third party workers only care about getting the work done however iris software is a good company if you are joining for the direct its position so consider that instead

Work
interview
Organization
HR
metro
Documents
Building",7 months ago,Iris Software,Delhi
"{'name': 'ROCKY MAJUMDAR', 'link': 'https://www.google.com/maps/contrib/109633775312385313071?hl=en-US', 'contributor_id': '109633775312385313071', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWfr7Rqp5uzNddMA2lItnJRJBjBbSxeTC_tOI71WrwsjI-p1AID=s120-c-rp-mo-ba5-br100', 'local_guide': True, 'reviews': 94, 'photos': 591}",5,"I've been with IRIS Software for four years, and it's been an enriching journey. The company boasts excellent management, fostering a work environment that values both balance and continuous learning. The commitment to professional growth is commendable, making it a great place for long-term aspirations. Overall, my experience has been nothing short of rewarding, and I look forward to contributing to the success of IRIS Software in the years to come",a year ago,Iris Software,Delhi
"{'name': 'anshul mehta', 'link': 'https://www.google.com/maps/contrib/116878429671933777326?hl=en-US', 'contributor_id': '116878429671933777326', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocL8phOL4bJVWDaFs35wzMm37T5PkMLdOimJhkPk1dE1VTIIgOOZ=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 2, 'photos': 0}",1,"Not sure why do they take the documents before providing the offer letter. After all the negotiations and sharing the CTC, the position went on hold. Its not worth spending time/money for the interview with this company.
F2F interview done by : Prem Swarup
HR contact : Akanksha Sharma/ Shivika Chandel",9 months ago,Iris Software,Delhi
"{'name': 'anil saini', 'link': 'https://www.google.com/maps/contrib/117221465931225644900?hl=en-US', 'contributor_id': '117221465931225644900', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVnrTv9NQmjpdKDoSLSjb0p-UZNheZMEf4xiFwaglyrS65hNXjx=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 5, 'photos': 0}",1,Farzi interview process take 1 year to hire   a candidate. Do not waste your time with such companies purely client based.,7 months ago,Iris Software,Delhi
"{'name': 'Ankit K Goswami', 'link': 'https://www.google.com/maps/contrib/106049812130088776796?hl=en-US', 'contributor_id': '106049812130088776796', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjW0X4c9TEa5z-IYaq1XcU3L0LbAF-I0iOoHe_jZ2atl434jnqX9=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 59, 'photos': 71}",4,Good company to work with. Having various technologies to develope and support the products of various clients.,5 years ago,Iris Software,Delhi
"{'name': 'Pulkit Rastogi', 'link': 'https://www.google.com/maps/contrib/105045834952050137135?hl=en-US', 'contributor_id': '105045834952050137135', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocJ9yV1poiPdSDE9Udw2S_MtpfYaTH0sGe70CU6EfEkJ8gxt5g=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 62, 'photos': 4}",4,"Nice company
Good banking projects
Good health and term insurance policy
Lot of initiatives for learning.
Senior folks are very supportive ...
Outside parking is chargeable
Next to advent tower.
Good  pay master
Onsite are less but they are improving
Good culture",2 years ago,Iris Software,Delhi
"{'name': 'Muskan Shukla', 'link': 'https://www.google.com/maps/contrib/105881946831025115395?hl=en-US', 'contributor_id': '105881946831025115395', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocLCeTVv5DjoXH1XqC5vkYon1m5ldzmNyL95MoTBI7_xscpnFA=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 4, 'photos': 0}",5,"Juices, fruits, lassi, dry cakes, etc are available for employees for free in the breakout area. Had a very chilled out manager. Overall a very great place to work in.",2 weeks ago,Chegg,Delhi
